,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3006809,9378959,HW520619,10/22/2013 08:00:00 AM,098XX S WINSTON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2213,22.0,21.0,73.0,06,1168551.0,1839397.0,2013,02/04/2016 06:33:39 AM,41.714827298,-87.6582967,"(41.714827298, -87.6582967)"
2943069,9276142,HW420393,08/23/2013 01:42:00 PM,045XX N BROADWAY,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,False,1914,19.0,46.0,3.0,26,1168212.0,1930388.0,2013,02/04/2016 06:33:39 AM,41.964522471,-87.656913808,"(41.964522471, -87.656913808)"
6201082,10767648,HZ531880,11/28/2016 11:00:00 AM,018XX N MILWAUKEE AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,False,False,1434,14.0,1.0,22.0,10,1160521.0,1912537.0,2016,12/05/2016 03:54:58 PM,41.915701361,-87.685687331,"(41.915701361, -87.685687331)"
3073291,9492476,HX146761,02/10/2014 08:50:00 PM,019XX N MOZART ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,APARTMENT,False,False,1421,14.0,35.0,22.0,03,1157116.0,1912697.0,2014,02/04/2016 06:33:39 AM,41.916210291,-87.698192707,"(41.916210291, -87.698192707)"
3171193,9664202,HX314500,06/22/2014 05:15:00 PM,066XX S ST LAWRENCE AVE,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,SIDEWALK,True,False,321,3.0,20.0,42.0,26,1181377.0,1861062.0,2014,02/04/2016 06:33:39 AM,41.773992948,-87.610656199,"(41.773992948, -87.610656199)"
6084408,10584270,HZ333925,07/03/2016 10:50:00 AM,018XX N LUNA AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,True,2532,25.0,37.0,25.0,26,1139111.0,1911596.0,2016,07/10/2016 03:56:37 PM,41.913535867,-87.764369802,"(41.913535867, -87.764369802)"
3522242,10350322,HY540974,12/14/2015 05:00:00 AM,092XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,633,6.0,6.0,49.0,14,1179548.0,1843686.0,2015,12/21/2015 03:55:38 PM,41.726353211,-87.617890545,"(41.726353211, -87.617890545)"
3041746,9436619,HW580846,12/22/2013 04:30:00 PM,003XX W 42ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,925,9.0,3.0,37.0,08B,1174829.0,1877111.0,2013,02/04/2016 06:33:39 AM,41.818181518,-87.634181241,"(41.818181518, -87.634181241)"
2544715,8641069,HV316101,06/02/2012 11:10:00 PM,029XX W ROSEMONT AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,True,False,2413,24.0,50.0,2.0,04B,1155448.0,1941657.0,2012,02/04/2016 06:33:39 AM,41.995712104,-87.70353895,"(41.995712104, -87.70353895)"
3525387,10355508,HY546284,12/22/2015 10:00:00 AM,032XX N RUTHERFORD AVE,2029,NARCOTICS,POSS: HEROIN(BLACK TAR),STREET,True,False,1632,16.0,36.0,17.0,18,1130852.0,1920777.0,2015,12/29/2015 03:55:21 PM,41.938875988,-87.794500304,"(41.938875988, -87.794500304)"
876667,9986699,HY176925,03/08/2015 11:40:00 PM,009XX E 62ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,False,313,3.0,20.0,42.0,14,1183589.0,1864096.0,2015,08/17/2015 03:03:40 PM,41.782267227,-87.602453003,"(41.782267227, -87.602453003)"
2877898,9172801,HW316951,06/13/2013 02:42:00 PM,023XX W HADDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1212,12.0,1.0,24.0,08B,1160625.0,1907584.0,2013,02/04/2016 06:33:39 AM,41.902107796,-87.685442691,"(41.902107796, -87.685442691)"
3006251,9378119,HW521466,11/04/2013 03:00:00 PM,070XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,322,3.0,6.0,69.0,14,1178811.0,1858383.0,2013,02/04/2016 06:33:39 AM,41.766700275,-87.620144007,"(41.766700275, -87.620144007)"
2747557,8959708,HV614466,12/23/2012 05:15:00 PM,0000X W TERMINAL ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,1652,16.0,41.0,76.0,26,1100726.0,1934289.0,2012,02/04/2016 06:33:39 AM,41.9764212,-87.904976266,"(41.9764212, -87.904976266)"
3442168,10213233,HY399286,08/27/2015 09:57:00 AM,064XX S BELL AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER RAILROAD PROP / TRAIN DEPOT,True,False,825,8.0,15.0,66.0,05,1162509.0,1862004.0,2015,10/13/2015 03:53:17 PM,41.77699219,-87.679796392,"(41.77699219, -87.679796392)"
3233669,9767094,HX417541,09/05/2014 08:45:00 PM,017XX E 84TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,412,4.0,8.0,45.0,06,1189206.0,1849626.0,2014,02/04/2016 06:33:39 AM,41.742427443,-87.582323012,"(41.742427443, -87.582323012)"
3310196,9899227,HX549723,12/20/2014 07:30:00 PM,0000X W WACKER DR,0560,ASSAULT,SIMPLE,HOTEL/MOTEL,True,False,111,1.0,42.0,32.0,08A,1176210.0,1902134.0,2014,02/04/2016 06:33:39 AM,41.886815464,-87.628361716,"(41.886815464, -87.628361716)"
2896131,9201087,HW346112,07/02/2013 05:00:00 PM,044XX W VAN BUREN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),False,False,1131,11.0,24.0,26.0,07,1146863.0,1897654.0,2013,02/04/2016 06:33:39 AM,41.875132844,-87.736246648,"(41.875132844, -87.736246648)"
4086254,10233841,HY421509,09/13/2015 06:00:00 AM,049XX N MONTCLARE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,1613,16.0,41.0,10.0,14,1127971.0,1932299.0,2015,04/15/2016 03:49:27 PM,41.970542863,-87.804827777,"(41.970542863, -87.804827777)"
3538408,10376880,HZ113198,01/12/2016 05:00:00 PM,042XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,213,2.0,3.0,38.0,08B,1177864.0,1876890.0,2016,01/19/2016 03:57:10 PM,41.817506771,-87.623054656,"(41.817506771, -87.623054656)"
2773095,9002648,HW149512,02/08/2013 09:05:00 PM,024XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1033,10.0,24.0,30.0,18,1155415.0,1887533.0,2013,02/04/2016 06:33:39 AM,41.847192166,-87.705118874,"(41.847192166, -87.705118874)"
2410869,8427077,HV105376,01/05/2012 08:30:00 AM,063XX S RICHMOND ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,823,8.0,15.0,66.0,03,1157803.0,1862557.0,2012,02/04/2016 06:33:39 AM,41.778606548,-87.697033589,"(41.778606548, -87.697033589)"
3443014,10214868,HY400836,08/14/2015 12:00:00 PM,085XX S KINGSTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,423,4.0,7.0,46.0,07,1194648.0,1848876.0,2015,08/31/2015 03:43:09 PM,41.740237323,-87.56240849,"(41.740237323, -87.56240849)"
2483601,8544175,HV219770,03/27/2012 09:00:00 AM,030XX E CHELTENHAM PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,421,4.0,7.0,43.0,06,1197539.0,1853286.0,2012,02/04/2016 06:33:39 AM,41.752267133,-87.551669667,"(41.752267133, -87.551669667)"
6201610,10768527,HZ534055,11/29/2016 04:45:00 PM,0000X E 16TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,131,1.0,2.0,33.0,11,1177178.0,1892449.0,2016,12/06/2016 04:02:27 PM,41.860217377,-87.625100464,"(41.860217377, -87.625100464)"
4153978,20828,HW192261,03/18/2013 07:03:00 PM,000XX W 91ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,TAXI CAB,True,False,634,6.0,21.0,49.0,01A,1177565.0,1844643.0,2013,08/17/2015 03:03:40 PM,41.72902434,-87.625125567,"(41.72902434, -87.625125567)"
2967687,9315484,HW459413,09/19/2013 06:00:00 PM,074XX S COLFAX AVE,0620,BURGLARY,UNLAWFUL ENTRY,VACANT LOT/LAND,False,False,334,3.0,7.0,43.0,05,1194648.0,1856156.0,2013,02/04/2016 06:33:39 AM,41.760214218,-87.562169427,"(41.760214218, -87.562169427)"
2639543,8788665,HV462644,09/05/2012 05:15:00 PM,054XX W MADISON ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,False,1522,15.0,28.0,25.0,26,1140203.0,1899492.0,2012,02/04/2016 06:33:39 AM,41.880301086,-87.760654778,"(41.880301086, -87.760654778)"
4054229,10490299,HZ231088,04/18/2016 04:15:00 PM,008XX W BRADLEY PL,0460,BATTERY,SIMPLE,ALLEY,False,False,1923,19.0,46.0,6.0,08B,1169985.0,1925146.0,2016,04/25/2016 03:51:07 PM,41.950099654,-87.65054858,"(41.950099654, -87.65054858)"
2616020,8751108,HV426364,08/11/2012 09:30:00 PM,033XX W PALMER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1413,14.0,26.0,22.0,14,1153667.0,1914423.0,2012,02/04/2016 06:33:39 AM,41.921015973,-87.71081819,"(41.921015973, -87.71081819)"
3309013,9897465,HX539343,12/12/2014 09:50:00 AM,047XX W MADISON ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,False,False,1113,11.0,28.0,25.0,26,1144700.0,1899599.0,2014,02/04/2016 06:33:39 AM,41.880511176,-87.744139376,"(41.880511176, -87.744139376)"
4058131,10442591,HZ181179,03/09/2016 07:05:00 PM,001XX W 35TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA TRAIN,True,False,915,9.0,11.0,34.0,18,1175739.0,1881773.0,2016,03/16/2016 03:52:30 PM,41.830954079,-87.630703226,"(41.830954079, -87.630703226)"
2574403,8686618,HV362190,07/01/2012 08:00:00 PM,066XX S CALIFORNIA AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),True,False,831,8.0,15.0,66.0,08B,1158857.0,1860407.0,2012,02/04/2016 06:33:39 AM,41.772685171,-87.693228195,"(41.772685171, -87.693228195)"
6217168,10792411,HZ562432,12/23/2016 10:54:00 AM,011XX S CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,123,1.0,2.0,32.0,06,1175696.0,1895352.0,2016,12/30/2016 03:57:27 PM,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
2748985,8962704,HW111171,01/09/2013 06:11:00 PM,049XX W CARMEN AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),True,False,1623,16.0,45.0,12.0,26,1142547.0,1933457.0,2013,02/04/2016 06:33:39 AM,41.973461256,-87.751201035,"(41.973461256, -87.751201035)"
2786219,9024035,HW171351,02/26/2013 03:00:00 PM,011XX W 110TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2234,22.0,34.0,75.0,05,1170603.0,1831519.0,2013,02/04/2016 06:33:39 AM,41.69316445,-87.651009982,"(41.69316445, -87.651009982)"
3009071,9383166,HW526117,11/08/2013 06:20:00 PM,061XX S TALMAN AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,False,False,825,8.0,15.0,66.0,03,1159762.0,1863804.0,2013,02/04/2016 06:33:39 AM,41.781988488,-87.689817503,"(41.781988488, -87.689817503)"
6106986,10618556,HZ371786,07/30/2016 10:30:00 AM,0000X E 102ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,511,5.0,9.0,49.0,14,1178574.0,1837359.0,2016,08/06/2016 03:51:32 PM,41.70901325,-87.621649952,"(41.70901325, -87.621649952)"
3344740,10041872,HY230692,04/21/2015 04:00:00 PM,105XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,512,5.0,9.0,49.0,14,1178117.0,1835039.0,2015,08/17/2015 03:03:40 PM,41.702657202,-87.623393566,"(41.702657202, -87.623393566)"
2885617,9184727,HW329295,06/21/2013 06:00:00 PM,080XX S NORMAL AVE,0460,BATTERY,SIMPLE,STREET,False,False,621,6.0,21.0,44.0,08B,1174362.0,1851504.0,2013,02/04/2016 06:33:39 AM,41.747923537,-87.636655425,"(41.747923537, -87.636655425)"
3431781,10194329,HY381648,08/14/2015 02:30:00 AM,034XX W HARRISON ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,1133,11.0,24.0,27.0,08B,1153558.0,1897149.0,2015,08/24/2015 03:30:37 PM,41.873616636,-87.711678569,"(41.873616636, -87.711678569)"
6063943,10558327,HZ305489,05/23/2016 12:00:00 PM,053XX S MARYLAND AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,233,2.0,5.0,41.0,08A,1182815.0,1869772.0,2016,06/16/2016 03:48:59 PM,41.797860683,-87.605114405,"(41.797860683, -87.605114405)"
4051414,10433078,HZ170845,03/01/2016 08:00:00 AM,004XX N WELLS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1831,18.0,42.0,8.0,14,1174661.0,1903052.0,2016,03/08/2016 03:50:55 PM,41.889369287,-87.634022523,"(41.889369287, -87.634022523)"
2577629,8691445,HV367202,07/05/2012 02:35:00 AM,087XX S SAGINAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,423,4.0,7.0,46.0,08B,1195397.0,1847461.0,2012,02/04/2016 06:33:39 AM,41.736336,-87.559710904,"(41.736336, -87.559710904)"
3342186,10037634,HY227208,04/16/2015 07:00:00 PM,079XX S YATES BLVD,0580,STALKING,SIMPLE,STREET,False,False,414,4.0,7.0,46.0,08A,1193570.0,1852889.0,2015,08/17/2015 03:03:40 PM,41.751275763,-87.566227001,"(41.751275763, -87.566227001)"
3155112,9636097,HX287352,06/02/2014 09:37:00 PM,012XX N STATE PKWY,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,False,1824,18.0,43.0,8.0,06,1176070.0,1908457.0,2014,02/04/2016 06:33:39 AM,41.90416925,-87.628685126,"(41.90416925, -87.628685126)"
4047750,10338969,HY529900,11/22/2015 04:15:00 PM,060XX N KENMORE AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,True,True,2433,24.0,48.0,77.0,04B,1168149.0,1940253.0,2015,03/04/2016 03:44:54 PM,41.991593665,-87.656859002,"(41.991593665, -87.656859002)"
6159924,10706262,HZ462737,10/05/2016 08:50:00 PM,0000X W 103RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,511,5.0,9.0,49.0,14,1177986.0,1836679.0,2016,10/12/2016 03:49:36 PM,41.707160552,-87.623823775,"(41.707160552, -87.623823775)"
6083088,10583088,HZ332431,07/01/2016 05:00:00 PM,090XX S CARPENTER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,2222,22.0,21.0,73.0,14,1170900.0,1844966.0,2016,07/08/2016 03:50:42 PM,41.730058586,-87.649531629,"(41.730058586, -87.649531629)"
2781801,9015773,HW163434,02/20/2013 10:35:00 AM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1114,11.0,28.0,26.0,11,1149512.0,1901446.0,2013,02/04/2016 06:33:39 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)"
3449435,10224888,HY411894,09/05/2015 12:00:00 PM,084XX S STEWART AVE,0810,THEFT,OVER $500,OTHER,False,False,622,6.0,21.0,71.0,06,1175093.0,1849074.0,2015,09/17/2015 11:37:18 AM,41.741239038,-87.634049179,"(41.741239038, -87.634049179)"
2611989,8744730,HV420172,08/07/2012 05:40:00 PM,115XX S LA SALLE ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,522,5.0,34.0,53.0,08B,1177324.0,1828446.0,2012,02/04/2016 06:33:39 AM,41.68458295,-87.626495424,"(41.68458295, -87.626495424)"
3186112,9689396,HX339083,07/06/2014 01:20:00 AM,016XX W TOUHY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2423,24.0,49.0,1.0,26,1164274.0,1947915.0,2014,02/04/2016 06:33:39 AM,42.012701482,-87.670894248,"(42.012701482, -87.670894248)"
6173602,10726586,HZ485859,10/23/2016 01:00:00 AM,001XX E 70TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,322,3.0,6.0,69.0,14,1178507.0,1858638.0,2016,10/30/2016 03:47:06 PM,41.767406934,-87.621250539,"(41.767406934, -87.621250539)"
2725710,8925590,HV597803,12/11/2012 09:50:00 AM,003XX W SUPERIOR ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1831,18.0,42.0,8.0,06,1173684.0,1905296.0,2012,02/04/2016 06:33:39 AM,41.895548745,-87.637543608,"(41.895548745, -87.637543608)"
6192537,10756093,HZ518777,11/16/2016 03:00:00 PM,054XX N CHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1614,16.0,41.0,76.0,14,1118644.0,1935190.0,2016,11/23/2016 03:49:18 PM,41.978628873,-87.839063364,"(41.978628873, -87.839063364)"
3017469,9396326,HW539784,11/19/2013 03:10:00 PM,034XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,915,9.0,11.0,60.0,06,1171535.0,1881905.0,2013,02/04/2016 06:33:39 AM,41.831409619,-87.646123996,"(41.831409619, -87.646123996)"
4077114,10469503,HZ208174,03/31/2016 01:25:00 PM,049XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1533,15.0,28.0,25.0,14,1143630.0,1899211.0,2016,04/07/2016 03:51:20 PM,41.879466547,-87.748078076,"(41.879466547, -87.748078076)"
2951620,9288978,HW418321,08/22/2013 04:53:00 AM,084XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,632,6.0,6.0,44.0,14,1178626.0,1848974.0,2013,02/04/2016 06:33:39 AM,41.740885115,-87.621107599,"(41.740885115, -87.621107599)"
2744360,8954860,HW103850,01/03/2013 11:23:00 PM,042XX S CALUMET AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,213,2.0,3.0,38.0,08B,1179139.0,1876946.0,2013,02/04/2016 06:33:39 AM,41.817631424,-87.618375922,"(41.817631424, -87.618375922)"
6086465,10586784,HZ337267,07/05/2016 03:00:00 PM,095XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2223,22.0,21.0,73.0,08B,1171999.0,1841374.0,2016,07/12/2016 03:53:40 PM,41.720177598,-87.645610791,"(41.720177598, -87.645610791)"
3141068,9613693,HX263118,05/15/2014 06:50:00 PM,051XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1533,15.0,28.0,25.0,08B,1142184.0,1900020.0,2014,02/04/2016 06:33:39 AM,41.881713479,-87.753367558,"(41.881713479, -87.753367558)"
2912903,9226145,HW373080,07/20/2013 08:40:00 PM,107XX S LA SALLE ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,False,513,5.0,34.0,49.0,06,1177179.0,1833692.0,2013,02/04/2016 06:33:39 AM,41.698982009,-87.626868724,"(41.698982009, -87.626868724)"
803972,10530765,HZ273896,05/21/2016 05:10:00 PM,029XX E 83RD ST,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,424,4.0,10.0,46.0,06,1197409.0,1850508.0,2016,05/28/2016 03:51:44 PM,41.744647338,-87.552238463,"(41.744647338, -87.552238463)"
2497363,8566519,HV241125,04/13/2012 11:33:00 PM,012XX W 31ST ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,False,False,913,9.0,11.0,60.0,03,1168442.0,1884243.0,2012,02/04/2016 06:33:39 AM,41.837892653,-87.657404945,"(41.837892653, -87.657404945)"
3017208,9395792,HW539393,11/19/2013 11:00:00 AM,001XX N CLINTON ST,0860,THEFT,RETAIL THEFT,DRUG STORE,True,False,121,1.0,42.0,28.0,06,1172709.0,1900986.0,2013,02/04/2016 06:33:39 AM,41.883743485,-87.641252197,"(41.883743485, -87.641252197)"
3169102,9661135,HX310882,06/17/2014 05:00:00 PM,079XX S ESSEX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,422,4.0,7.0,46.0,14,1194236.0,1852738.0,2014,02/04/2016 06:33:39 AM,41.750845087,-87.563791435,"(41.750845087, -87.563791435)"
2501433,8573077,HV247363,04/17/2012 02:30:00 PM,035XX E 114TH ST,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,433,4.0,10.0,52.0,06,1201660.0,1829983.0,2012,02/04/2016 06:33:39 AM,41.688218178,-87.537357913,"(41.688218178, -87.537357913)"
3232556,9765640,HX415588,09/04/2014 04:15:00 PM,061XX N CAMPBELL AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,False,2413,24.0,50.0,2.0,06,1158545.0,1940651.0,2014,02/04/2016 06:33:39 AM,41.992888533,-87.692174256,"(41.992888533, -87.692174256)"
3531265,10364834,HZ100276,12/31/2015 11:30:00 PM,015XX S MORGAN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1232,12.0,25.0,28.0,06,1170163.0,1892555.0,2015,01/07/2016 04:14:34 PM,41.860664155,-87.650847428,"(41.860664155, -87.650847428)"
2892913,9195983,HW341182,06/29/2013 08:15:00 PM,015XX S MICHIGAN AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,False,False,132,1.0,2.0,33.0,10,1177478.0,1892554.0,2013,02/04/2016 06:33:39 AM,41.860498708,-87.62399607,"(41.860498708, -87.62399607)"
3050045,9451197,HX104618,01/05/2014 05:45:00 PM,033XX S MAY ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,False,True,913,9.0,11.0,60.0,04B,1169194.0,1882738.0,2014,02/04/2016 06:33:39 AM,41.833746519,-87.654689152,"(41.833746519, -87.654689152)"
2944022,9277280,HW421584,08/24/2013 12:30:00 AM,019XX W RACE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,1221,12.0,26.0,24.0,05,1163451.0,1903767.0,2013,02/04/2016 06:33:39 AM,41.891574621,-87.675169958,"(41.891574621, -87.675169958)"
3183817,9684771,HX335253,07/07/2014 04:30:00 PM,006XX W 63RD ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA BUS,True,False,711,7.0,16.0,68.0,08A,1172991.0,1863111.0,2014,02/04/2016 06:33:39 AM,41.779804902,-87.64133703,"(41.779804902, -87.64133703)"
2684040,8858874,HV528094,10/21/2012 09:43:00 AM,002XX W 115TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,True,False,522,5.0,34.0,49.0,18,1176521.0,1828679.0,2012,02/04/2016 06:33:39 AM,41.685240379,-87.629427999,"(41.685240379, -87.629427999)"
2623386,8762586,HV437765,08/19/2012 05:45:00 PM,002XX E RANDOLPH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,True,True,114,1.0,42.0,32.0,08B,1177922.0,1901312.0,2012,02/04/2016 06:33:39 AM,41.884521087,-87.622099893,"(41.884521087, -87.622099893)"
3045205,9442660,HW586488,12/28/2013 09:40:00 AM,079XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,623,6.0,6.0,44.0,08B,1178089.0,1852346.0,2013,02/04/2016 06:33:39 AM,41.750150464,-87.622973118,"(41.750150464, -87.622973118)"
3288976,9862260,HX512071,11/18/2014 11:20:00 PM,002XX N LARAMIE AVE,0650,BURGLARY,HOME INVASION,APARTMENT,False,False,1532,15.0,28.0,25.0,05,1141672.0,1901087.0,2014,02/04/2016 06:33:39 AM,41.88465094,-87.75522124,"(41.88465094, -87.75522124)"
2480861,8539111,HV215691,03/22/2012 07:00:00 PM,033XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PRIVATE, BUILDING",False,False,1032,10.0,22.0,30.0,06,1155572.0,1882206.0,2012,02/04/2016 06:33:39 AM,41.832571089,-87.704685773,"(41.832571089, -87.704685773)"
2653298,8810789,HV466503,09/07/2012 03:00:00 PM,054XX S PAULINA ST,0820,THEFT,$500 AND UNDER,STREET,False,False,932,9.0,16.0,61.0,06,1165934.0,1868706.0,2012,02/04/2016 06:33:39 AM,41.795311203,-87.66705,"(41.795311203, -87.66705)"
3351265,10053450,HY242437,05/01/2015 01:00:00 AM,034XX W WALNUT ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1123,11.0,28.0,27.0,14,1153372.0,1901461.0,2015,08/17/2015 03:03:40 PM,41.88545291,-87.712246904,"(41.88545291, -87.712246904)"
3437092,10203898,HY390909,08/20/2015 09:00:00 PM,008XX W EASTWOOD AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,False,1914,19.0,46.0,3.0,08B,1169806.0,1931096.0,2015,09/10/2015 11:41:00 AM,41.966430564,-87.651032417,"(41.966430564, -87.651032417)"
3460973,10482536,HZ222487,04/11/2016 09:15:00 PM,020XX W GRANVILLE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2413,24.0,40.0,2.0,26,1161621.0,1941169.0,2016,04/18/2016 03:53:12 PM,41.994246188,-87.680845112,"(41.994246188, -87.680845112)"
6192493,10755891,HZ517168,11/16/2016 08:00:00 AM,076XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,STREET,False,True,2422,24.0,49.0,1.0,08A,1165470.0,1950770.0,2016,11/23/2016 03:49:18 PM,42.020510162,-87.666411733,"(42.020510162, -87.666411733)"
3245567,9788088,HX437564,09/21/2014 03:28:00 PM,131XX S EBERHART AVE,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,False,533,5.0,9.0,54.0,08A,1181782.0,1818158.0,2014,02/04/2016 06:33:39 AM,41.656249632,-87.610491967,"(41.656249632, -87.610491967)"
2430972,8459728,HV137225,01/29/2012 05:47:00 PM,008XX N CENTRAL PARK AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1121,11.0,27.0,23.0,18,1152231.0,1905334.0,2012,02/04/2016 06:33:39 AM,41.896103398,-87.716334627,"(41.896103398, -87.716334627)"
2656330,8814992,HV488599,09/23/2012 06:00:00 PM,024XX W ARTHUR AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,2412,24.0,50.0,2.0,08A,1158935.0,1943075.0,2012,02/04/2016 06:33:39 AM,41.999532057,-87.690672777,"(41.999532057, -87.690672777)"
