,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3071112,9489182,HX142545,02/07/2014 10:00:00 AM,014XX W 63RD ST,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,POLICE FACILITY/VEH PARKING LOT,False,True,713,7.0,16.0,67.0,26,1167639.0,1862965.0,2014,02/04/2016 06:33:39 AM,41.779520772,-87.660962362,"(41.779520772, -87.660962362)"
3178859,9677007,HX327142,07/01/2014 06:40:00 PM,047XX S STATE ST,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,224,2.0,3.0,38.0,03,1177068.0,1873704.0,2014,02/04/2016 06:33:39 AM,41.808782124,-87.626070778,"(41.808782124, -87.626070778)"
2753007,8969210,HW117350,01/14/2013 04:20:00 PM,046XX W PATTERSON AVE,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,ALLEY,False,False,1731,17.0,38.0,15.0,03,1144750.0,1923857.0,2013,02/04/2016 06:33:39 AM,41.94707671,-87.743343043,"(41.94707671, -87.743343043)"
6224441,10802729,JA101908,01/02/2017 06:12:00 PM,039XX W GLADYS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1132,11.0,24.0,26.0,08B,,,2017,01/09/2017 03:46:53 PM,,,
2446587,8484600,HV161167,02/16/2012 10:07:00 PM,080XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,621,6.0,21.0,71.0,08B,1171375.0,1851465.0,2012,02/04/2016 06:33:39 AM,41.747882361,-87.64760186,"(41.747882361, -87.64760186)"
2696257,8877898,HV547603,11/03/2012 01:00:00 AM,065XX S BISHOP ST,0810,THEFT,OVER $500,STREET,False,False,725,7.0,17.0,67.0,06,1167788.0,1861448.0,2012,02/04/2016 06:33:39 AM,41.775354735,-87.660459626,"(41.775354735, -87.660459626)"
6208297,10779017,HZ545287,12/09/2016 07:25:00 AM,040XX W GLADYS AVE,0810,THEFT,OVER $500,APARTMENT,False,True,1132,11.0,24.0,26.0,06,1149439.0,1898048.0,2016,12/16/2016 03:48:27 PM,41.876164461,-87.726778308,"(41.876164461, -87.726778308)"
3336562,10028248,HY217820,04/10/2015 03:00:00 PM,020XX N CLARK ST,0820,THEFT,$500 AND UNDER,OTHER,False,False,1814,18.0,43.0,7.0,06,1173986.0,1913691.0,2015,08/17/2015 03:03:40 PM,41.918578314,-87.636183854,"(41.918578314, -87.636183854)"
2901177,9208067,HW354134,07/08/2013 08:30:00 PM,052XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1522,15.0,29.0,25.0,08B,1141565.0,1897511.0,2013,02/04/2016 06:33:39 AM,41.874839921,-87.755702547,"(41.874839921, -87.755702547)"
2906139,9215581,HW362243,07/14/2013 02:49:00 PM,010XX N SPRINGFIELD AVE,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,APARTMENT,False,False,1112,11.0,27.0,23.0,26,1150195.0,1906679.0,2013,02/04/2016 06:33:39 AM,41.89983415,-87.723777401,"(41.89983415, -87.723777401)"
4052157,10434472,HZ171934,03/02/2016 11:45:00 AM,076XX S SANGAMON ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False,621,6.0,17.0,71.0,26,1171300.0,1854152.0,2016,03/09/2016 04:05:56 PM,41.75525748,-87.647798232,"(41.75525748, -87.647798232)"
3344918,10042365,HY231636,04/20/2015 09:30:00 PM,044XX S MARSHFIELD AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,924,9.0,12.0,61.0,08A,1166083.0,1875199.0,2015,08/17/2015 03:03:40 PM,41.813125577,-87.666318836,"(41.813125577, -87.666318836)"
3109785,9559472,HX210584,04/04/2014 12:15:00 PM,010XX W WAVELAND AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,True,False,1923,19.0,44.0,6.0,14,1168514.0,1924740.0,2014,02/04/2016 06:33:39 AM,41.949017603,-87.655967586,"(41.949017603, -87.655967586)"
6111411,10634837,HZ356584,07/17/2016 07:00:00 AM,019XX W 61ST ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,714,7.0,15.0,67.0,05,,,2016,08/11/2016 03:53:07 PM,,,
3456919,10237443,HY425343,09/16/2015 08:34:00 AM,001XX E CHESTNUT ST,0560,ASSAULT,SIMPLE,RESTAURANT,True,False,1833,18.0,42.0,8.0,08A,1177081.0,1906353.0,2015,09/24/2015 07:50:13 PM,41.89837293,-87.625035314,"(41.89837293, -87.625035314)"
3242610,9783287,HX432723,09/18/2014 01:00:00 AM,023XX N KEDZIE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1414,14.0,26.0,22.0,08B,1154647.0,1915429.0,2014,02/04/2016 06:33:39 AM,41.923756941,-87.707190442,"(41.923756941, -87.707190442)"
4047057,10426759,HZ164424,02/25/2016 10:30:00 AM,122XX S YALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,523,5.0,9.0,53.0,14,1176819.0,1823782.0,2016,03/03/2016 03:47:16 PM,41.671795569,-87.628483749,"(41.671795569, -87.628483749)"
4060154,10445426,HZ183930,03/12/2016 12:09:00 AM,017XX W 81ST ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,True,False,611,6.0,21.0,71.0,04B,1166290.0,1850986.0,2016,03/19/2016 03:45:12 PM,41.746677612,-87.666248539,"(41.746677612, -87.666248539)"
2801367,9050393,HW195666,03/16/2013 03:00:00 PM,091XX S WOODLAWN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,413,4.0,8.0,47.0,05,1185806.0,1844600.0,2013,02/04/2016 06:33:39 AM,41.728716313,-87.594938455,"(41.728716313, -87.594938455)"
3439124,10206995,HY394270,08/23/2015 12:30:00 AM,046XX N LINCOLN AVE,0460,BATTERY,SIMPLE,CTA GARAGE / OTHER PROPERTY,False,False,1911,19.0,47.0,4.0,08B,1160042.0,1930922.0,2015,08/31/2015 03:43:09 PM,41.96616085,-87.686937808,"(41.96616085, -87.686937808)"
3379811,10102478,HY288529,06/04/2015 09:45:00 PM,006XX E 131ST ST,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,RESIDENCE,False,False,533,5.0,9.0,54.0,14,1182805.0,1818558.0,2015,08/17/2015 03:03:40 PM,41.65732369,-87.60673639,"(41.65732369, -87.60673639)"
2706962,8894570,HV555451,11/09/2012 10:36:00 PM,026XX W CERMAK RD,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,False,False,1023,10.0,28.0,30.0,16,1159159.0,1889298.0,2012,02/04/2016 06:33:39 AM,41.851959539,-87.69132994,"(41.851959539, -87.69132994)"
3139879,9611492,HX261375,05/14/2014 04:30:00 AM,056XX W LAKE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA STATION,False,False,1512,15.0,29.0,25.0,14,1138882.0,1902191.0,2014,02/04/2016 06:33:39 AM,41.887731576,-87.765439838,"(41.887731576, -87.765439838)"
2669395,8836097,HV509027,10/07/2012 09:30:00 PM,007XX E 79TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,624,6.0,6.0,44.0,05,1182694.0,1852791.0,2012,02/04/2016 06:33:39 AM,41.751266022,-87.606084723,"(41.751266022, -87.606084723)"
2669445,8836158,HV509382,10/08/2012 01:10:00 PM,014XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,132,1.0,2.0,33.0,06,1177887.0,1893671.0,2012,02/04/2016 06:33:39 AM,41.863554543,-87.622460798,"(41.863554543, -87.622460798)"
3341688,10036876,HY226137,04/17/2015 09:40:00 PM,088XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,632,6.0,6.0,44.0,08B,1180027.0,1846249.0,2015,08/17/2015 03:03:40 PM,41.733375458,-87.616057702,"(41.733375458, -87.616057702)"
3211596,9731068,HX379696,08/07/2014 05:30:00 AM,103XX S MUSKEGON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,434,4.0,10.0,51.0,06,1196774.0,1836971.0,2014,02/04/2016 06:33:39 AM,41.707516442,-87.555013612,"(41.707516442, -87.555013612)"
3119074,9575774,HX226345,04/15/2014 11:30:00 PM,029XX W GRANVILLE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2413,24.0,50.0,2.0,06,1155727.0,1941015.0,2014,02/04/2016 06:33:39 AM,41.993944792,-87.702530036,"(41.993944792, -87.702530036)"
882072,9996065,HY186527,03/16/2015 10:00:00 AM,096XX S MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PUBLIC, BUILDING",True,False,511,5.0,6.0,49.0,26,1178850.0,1841009.0,2015,08/17/2015 03:03:40 PM,41.71902307,-87.620528559,"(41.71902307, -87.620528559)"
2873988,9165439,HW310841,06/08/2013 09:30:00 AM,004XX S ASHLAND AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,False,1231,12.0,2.0,28.0,04B,1165811.0,1898209.0,2013,02/04/2016 06:33:39 AM,41.876273035,-87.666661364,"(41.876273035, -87.666661364)"
6144723,10683633,HZ436602,09/16/2016 11:41:00 AM,064XX S KEATING AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,False,False,813,8.0,13.0,64.0,11,1145821.0,1861475.0,2016,09/23/2016 03:50:53 PM,41.775872256,-87.740988336,"(41.775872256, -87.740988336)"
2636531,8784159,HV458018,09/02/2012 12:15:00 PM,008XX W 50TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,933,9.0,3.0,61.0,08B,1171586.0,1871364.0,2012,02/04/2016 06:33:39 AM,41.802482959,-87.646246125,"(41.802482959, -87.646246125)"
6070224,10563628,HZ310516,06/16/2016 06:15:00 PM,029XX W MADISON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SMALL RETAIL STORE,False,False,1222,12.0,2.0,27.0,04A,1156889.0,1899881.0,2016,06/23/2016 03:48:09 PM,41.881046662,-87.699374632,"(41.881046662, -87.699374632)"
2777585,9009400,HW156602,02/14/2013 02:45:00 PM,062XX S FAIRFIELD AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,825,8.0,15.0,66.0,06,1159112.0,1863257.0,2013,02/04/2016 06:33:39 AM,41.780500767,-87.69221554,"(41.780500767, -87.69221554)"
3007949,9381159,HW524261,11/02/2013 10:30:00 PM,030XX N BROADWAY,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,False,False,1934,19.0,44.0,6.0,06,1171719.0,1920521.0,2013,02/04/2016 06:33:39 AM,41.937370402,-87.644311285,"(41.937370402, -87.644311285)"
866149,9967602,HY154815,02/17/2015 03:00:00 PM,014XX W 63RD ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,725,7.0,16.0,67.0,06,1167653.0,1862965.0,2015,08/17/2015 03:03:40 PM,41.779520471,-87.660911036,"(41.779520471, -87.660911036)"
3434619,10198883,HY386684,08/17/2015 07:15:00 PM,117XX S UNION AVE,2027,NARCOTICS,POSS: CRACK,STREET,True,False,524,5.0,34.0,53.0,18,1173579.0,1826883.0,2015,08/24/2015 03:30:37 PM,41.680377329,-87.640250806,"(41.680377329, -87.640250806)"
6063884,10554854,HZ298432,06/07/2016 12:00:00 PM,017XX W 79TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,GROCERY FOOD STORE,False,False,611,6.0,21.0,71.0,26,1166302.0,1852315.0,2016,06/16/2016 03:48:59 PM,41.750324322,-87.666166809,"(41.750324322, -87.666166809)"
3002201,9371888,HW514783,10/31/2013 12:40:00 PM,120XX S EGGLESTON AVE,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,False,False,523,5.0,34.0,53.0,26,1175462.0,1825170.0,2013,02/04/2016 06:33:39 AM,41.675634814,-87.633409079,"(41.675634814, -87.633409079)"
4073553,10463560,HZ202941,03/27/2016 10:45:00 AM,052XX W OHIO ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,True,False,1523,15.0,28.0,25.0,04A,1141154.0,1903464.0,2016,04/03/2016 03:49:03 PM,41.89118328,-87.757064817,"(41.89118328, -87.757064817)"
2756153,8974990,HW119258,01/16/2013 10:34:00 AM,012XX N MAYFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,True,False,2531,25.0,29.0,25.0,05,1136797.0,1907723.0,2013,02/04/2016 06:33:39 AM,41.902949696,-87.77296406,"(41.902949696, -87.77296406)"
6078660,10577152,HZ325557,06/26/2016 06:00:00 PM,053XX S PULASKI RD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,815,8.0,23.0,62.0,06,1150608.0,1868922.0,2016,07/03/2016 03:50:56 PM,41.796216157,-87.723245665,"(41.796216157, -87.723245665)"
2648739,8803375,HV476811,09/15/2012 11:30:00 AM,080XX S WOODLAWN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,411,4.0,8.0,45.0,14,1185609.0,1851939.0,2012,02/04/2016 06:33:39 AM,41.748859939,-87.595429587,"(41.748859939, -87.595429587)"
857476,9950824,HY139285,02/04/2015 11:20:00 AM,070XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,832,8.0,17.0,66.0,08B,1161592.0,1857893.0,2015,08/17/2015 03:03:40 PM,41.765730101,-87.683272019,"(41.765730101, -87.683272019)"
2853779,9134059,HW278543,05/14/2013 09:00:00 AM,049XX W PARKER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2521,25.0,31.0,19.0,08B,1143073.0,1917836.0,2013,02/04/2016 06:33:39 AM,41.930586025,-87.749657991,"(41.930586025, -87.749657991)"
3310129,9899146,HX549621,12/20/2014 04:00:00 AM,079XX S EBERHART AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,624,6.0,6.0,44.0,05,1180948.0,1852551.0,2014,02/04/2016 06:33:39 AM,41.750647756,-87.612490263,"(41.750647756, -87.612490263)"
2502916,8575434,HV249773,04/19/2012 08:00:00 PM,027XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1125,11.0,2.0,27.0,08B,1158158.0,1898912.0,2012,02/04/2016 06:33:39 AM,41.878361816,-87.694741409,"(41.878361816, -87.694741409)"
3166397,9655932,HX306611,06/16/2014 09:30:00 PM,017XX E 71ST ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,True,False,324,3.0,5.0,43.0,18,1189002.0,1858219.0,2014,02/04/2016 06:33:39 AM,41.766012295,-87.582795793,"(41.766012295, -87.582795793)"
3293451,9870074,HX520586,11/25/2014 08:00:00 PM,021XX S KOSTNER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1012,10.0,24.0,29.0,14,1147392.0,1889217.0,2014,02/04/2016 06:33:39 AM,41.851970559,-87.734520422,"(41.851970559, -87.734520422)"
2539927,8633793,HV308220,05/27/2012 05:00:00 PM,035XX W AINSLIE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1712,17.0,39.0,14.0,06,1151981.0,1932330.0,2012,02/04/2016 06:33:39 AM,41.970187545,-87.716539519,"(41.970187545, -87.716539519)"
3080339,9504854,HX159935,02/21/2014 06:35:00 PM,012XX S CALIFORNIA BLVD,0460,BATTERY,SIMPLE,STREET,False,False,1023,10.0,28.0,29.0,08B,1157886.0,1894159.0,2014,02/04/2016 06:33:39 AM,41.86532466,-87.695869743,"(41.86532466, -87.695869743)"
866460,9968210,HY157159,02/19/2015 11:00:00 AM,040XX N MAJOR AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1624,16.0,38.0,15.0,14,1137629.0,1926189.0,2015,08/17/2015 03:03:40 PM,41.953607471,-87.769461849,"(41.953607471, -87.769461849)"
2941406,9273330,HW417559,08/21/2013 01:30:00 PM,023XX N LONG AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,False,True,2515,25.0,37.0,19.0,26,1139995.0,1915075.0,2013,02/04/2016 06:33:39 AM,41.923066489,-87.761036825,"(41.923066489, -87.761036825)"
3150185,9628031,HX278944,05/27/2014 06:55:00 PM,057XX S STATE ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GROCERY FOOD STORE,False,False,232,2.0,20.0,40.0,10,1177250.0,1867135.0,2014,02/04/2016 06:33:39 AM,41.790752055,-87.625601621,"(41.790752055, -87.625601621)"
6062161,10550713,HZ297025,06/06/2016 04:40:00 PM,114XX S AVENUE O,0560,ASSAULT,SIMPLE,STREET,False,False,433,4.0,10.0,52.0,08A,1200913.0,1829817.0,2016,06/13/2016 03:54:00 PM,41.687781567,-87.540098152,"(41.687781567, -87.540098152)"
3474797,10269156,HY456621,10/06/2015 02:30:00 AM,058XX N OVERHILL AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,1612,16.0,41.0,10.0,06,1124058.0,1937981.0,2015,10/13/2015 03:55:15 PM,41.986200222,-87.819091064,"(41.986200222, -87.819091064)"
3046199,9443883,HW588403,12/29/2013 10:10:00 PM,116XX S AVENUE J,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,433,4.0,10.0,55.0,08B,1202578.0,1828416.0,2013,02/04/2016 06:33:39 AM,41.683894862,-87.534050495,"(41.683894862, -87.534050495)"
2736598,8943148,HV615238,12/23/2012 10:30:00 PM,030XX E CHELTENHAM PL,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,421,4.0,7.0,43.0,05,1197497.0,1853252.0,2012,02/04/2016 06:33:39 AM,41.752174882,-87.551824707,"(41.752174882, -87.551824707)"
2605438,8733876,HV409683,07/31/2012 08:25:00 PM,063XX N WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2413,24.0,50.0,2.0,18,1159164.0,1942119.0,2012,02/04/2016 06:33:39 AM,41.99690404,-87.689856774,"(41.99690404, -87.689856774)"
2852739,9132156,HW276965,05/16/2013 12:20:00 PM,035XX W HIRSCH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,1422,14.0,26.0,23.0,14,1152541.0,1909085.0,2013,02/04/2016 06:33:39 AM,41.906390378,-87.71509677,"(41.906390378, -87.71509677)"
3218012,9740975,HX391447,08/17/2014 04:00:00 PM,030XX W GUNNISON ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,1713,17.0,33.0,14.0,26,1155244.0,1932065.0,2014,02/04/2016 06:33:39 AM,41.969395281,-87.704548398,"(41.969395281, -87.704548398)"
2511398,8588464,HV263071,04/29/2012 06:10:00 AM,106XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,512,5.0,9.0,49.0,14,1179798.0,1834474.0,2012,02/04/2016 06:33:39 AM,41.701068573,-87.617255418,"(41.701068573, -87.617255418)"
2504697,8578108,HV252555,04/21/2012 06:30:00 PM,058XX N FAIRFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2011,20.0,40.0,2.0,05,1156956.0,1938573.0,2012,02/04/2016 06:33:39 AM,41.987218906,-87.698075879,"(41.987218906, -87.698075879)"
3140194,9611969,HX261849,05/14/2014 05:00:00 PM,005XX W 63RD ST,0275,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER,SIDEWALK,False,False,722,7.0,20.0,68.0,02,1173847.0,1863137.0,2014,02/04/2016 06:33:39 AM,41.779857303,-87.63819806,"(41.779857303, -87.63819806)"
3479913,10277452,HY465396,10/17/2015 10:30:00 AM,015XX S KEDVALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1012,10.0,24.0,29.0,14,1148969.0,1892155.0,2015,10/24/2015 04:03:39 PM,41.860002473,-87.728656412,"(41.860002473, -87.728656412)"
2993763,9357174,HW500302,10/20/2013 12:55:00 PM,024XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1135,11.0,2.0,28.0,08B,1160193.0,1896299.0,2013,02/04/2016 06:33:39 AM,41.871149707,-87.687341534,"(41.871149707, -87.687341534)"
3254252,9803124,HX452111,10/02/2014 10:45:00 AM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,112,1.0,42.0,32.0,06,1176362.0,1900577.0,2014,02/04/2016 06:33:39 AM,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
2920350,9238343,HW384976,07/21/2013 12:00:00 AM,039XX W FILLMORE ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,True,1132,11.0,24.0,29.0,20,1150249.0,1895081.0,2013,02/04/2016 06:33:39 AM,41.868006928,-87.72388159,"(41.868006928, -87.72388159)"
3200793,9712950,HX363387,07/28/2014 03:40:00 AM,069XX S WESTERN AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,COMMERCIAL / BUSINESS OFFICE,False,False,832,8.0,17.0,66.0,03,1161571.0,1858676.0,2014,02/04/2016 06:33:39 AM,41.7678792,-87.683327303,"(41.7678792, -87.683327303)"
3426366,10185110,HY372622,05/15/2015 12:05:00 PM,008XX W ADDISON ST,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,POLICE FACILITY/VEH PARKING LOT,False,False,1923,19.0,44.0,6.0,26,1169826.0,1924123.0,2015,08/17/2015 03:03:40 PM,41.947295978,-87.651162974,"(41.947295978, -87.651162974)"
3457617,10238552,HY426396,09/16/2015 08:40:00 PM,067XX W 63RD ST,2022,NARCOTICS,POSS: COCAINE,PARKING LOT/GARAGE(NON.RESID.),True,False,812,8.0,23.0,64.0,18,1132359.0,1861994.0,2015,09/24/2015 07:50:13 PM,41.777540344,-87.790327923,"(41.777540344, -87.790327923)"
2651218,8806813,HV480562,09/18/2012 01:01:00 AM,004XX N LAMON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,1532,15.0,28.0,25.0,15,1143616.0,1902675.0,2012,02/04/2016 06:33:39 AM,41.888972442,-87.748042734,"(41.888972442, -87.748042734)"
2519666,8602160,HV276287,05/07/2012 11:30:00 PM,088XX S BURLEY AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,False,True,424,4.0,7.0,46.0,04A,1199204.0,1847001.0,2012,02/04/2016 06:33:39 AM,41.734978973,-87.545779099,"(41.734978973, -87.545779099)"
5673059,10505323,HZ246767,05/01/2016 12:15:00 AM,022XX W WALNUT ST,0810,THEFT,OVER $500,STREET,False,False,1223,12.0,27.0,28.0,06,1161535.0,1901638.0,2016,05/08/2016 03:50:57 PM,41.885772579,-87.682265862,"(41.885772579, -87.682265862)"
800309,10524331,HZ267032,05/16/2016 03:15:00 PM,022XX S WHIPPLE ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1033,10.0,24.0,30.0,08B,1156375.0,1888966.0,2016,05/23/2016 03:51:11 PM,41.851105156,-87.701556971,"(41.851105156, -87.701556971)"
3319174,9985581,HY175349,02/02/2014 12:00:00 AM,048XX S KEATING AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,False,False,815,8.0,23.0,56.0,17,1145510.0,1872075.0,2014,02/04/2016 06:33:39 AM,41.804966249,-87.741861114,"(41.804966249, -87.741861114)"
3015157,9392536,HW535911,05/08/2013 07:00:00 PM,033XX W DIVERSEY AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),False,False,1412,14.0,35.0,21.0,11,1153442.0,1918417.0,2013,02/04/2016 06:33:39 AM,41.931980314,-87.711538479,"(41.931980314, -87.711538479)"
3148808,9626191,HX276794,05/24/2014 10:30:00 PM,012XX W OHIO ST,0810,THEFT,OVER $500,STREET,False,False,1215,12.0,27.0,24.0,06,1168039.0,1904153.0,2014,02/04/2016 06:33:39 AM,41.892536025,-87.658309269,"(41.892536025, -87.658309269)"
2774154,9003923,HW134782,01/27/2013 09:00:00 PM,044XX W WASHINGTON BLVD,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1113,11.0,28.0,26.0,06,1146803.0,1900126.0,2013,02/04/2016 06:33:39 AM,41.881917447,-87.736403819,"(41.881917447, -87.736403819)"
3129630,9593559,HX243934,05/01/2014 08:30:00 AM,076XX S JEFFERY BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,414,4.0,8.0,43.0,14,1190864.0,1854645.0,2014,02/04/2016 06:33:39 AM,41.756160156,-87.576086348,"(41.756160156, -87.576086348)"
3503643,10318600,HY507464,11/17/2015 12:00:00 PM,012XX W EDDY ST,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,1924,19.0,44.0,6.0,06,1167444.0,1923709.0,2015,11/24/2015 03:57:04 PM,41.946211632,-87.659930484,"(41.946211632, -87.659930484)"
3353349,10056566,HY246111,05/04/2015 12:45:00 AM,054XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,1523,15.0,28.0,25.0,08B,1140228.0,1900221.0,2015,08/17/2015 03:03:40 PM,41.882301097,-87.760545114,"(41.882301097, -87.760545114)"
3156819,9639479,HX290276,06/04/2014 08:43:00 PM,070XX S COTTAGE GROVE AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,POLICE FACILITY/VEH PARKING LOT,True,False,321,3.0,6.0,42.0,26,1182773.0,1858454.0,2014,02/04/2016 06:33:39 AM,41.76680404,-87.605619683,"(41.76680404, -87.605619683)"
2702154,8886415,HV561083,11/13/2012 06:00:00 PM,060XX N SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2413,24.0,50.0,2.0,14,1155252.0,1940199.0,2012,02/04/2016 06:33:39 AM,41.991715239,-87.704299339,"(41.991715239, -87.704299339)"
6170380,10712738,HZ470670,10/11/2016 10:45:00 PM,004XX E 112TH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,True,True,531,5.0,9.0,49.0,04A,1181014.0,1830786.0,2016,10/26/2016 03:47:57 PM,41.690920366,-87.612915831,"(41.690920366, -87.612915831)"
2881984,9178657,HW323575,06/17/2013 07:15:00 AM,029XX S QUINN ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,913,9.0,11.0,60.0,05,1170467.0,1885090.0,2013,02/04/2016 06:33:39 AM,41.840172929,-87.649949592,"(41.840172929, -87.649949592)"
3145433,9620856,HX270691,05/21/2014 01:40:00 PM,064XX S LOOMIS BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,725,7.0,17.0,67.0,06,1168104.0,1861971.0,2014,02/04/2016 06:33:39 AM,41.776783122,-87.659286179,"(41.776783122, -87.659286179)"
3511236,10330877,HY521448,12/01/2015 08:04:00 PM,0000X S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,112,1.0,42.0,32.0,11,1176389.0,1900278.0,2015,12/08/2015 03:55:33 PM,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
